Sample Id,Rep #,Product,ReducingSugar,pH,VolatileAcid,TotalAcid,MalicAcid,LacticAcid,Ethanol,Date,Time,Remark,
QC-002,2,forts,182.07,3.56,0.65,4.54,1.2,0.8,19.8,3/11/2005,10:06 AM,,
QC-002,Mean,forts,182.26,3.56,0.66,4.54,1.17,0.76,19.79,3/11/2005,10:06 AM,,
QC-002,Sd,forts,0.277,0.002,0.022,0.007,0.051,0.053,0.018,3/11/2005,10:06 AM,,
Calibration,,,,,,,,,,,,,
QC-002,1,forts,259.97,4.24,0.63,3.95,-0.14,1.33,18.08,3/11/2005,10:06 AM,,
QC-002,2,forts,261.04,4.24,0.78,3.95,-0.2,0.47,18.06,3/11/2005,10:07 AM,,
QC-002,Mean,forts,260.5,4.24,0.7,3.95,-0.17,0.9,18.07,3/11/2005,10:07 AM,,
QC-002,Sd,forts,0.755,0.001,0.108,0.005,0.043,0.609,0.02,3/11/2005,10:07 AM,,
Calibration,,,,,,,,,,,,,
QC-002,1,forts,137.89,4.05,0.31,3.47,0.93,1.47,17.3,3/11/2005,10:08 AM,,
QC-002,2,forts,136.57,4.07,0.29,3.47,1.23,1.38,17.3,3/11/2005,10:09 AM,,
QC-002,Mean,forts,137.23,4.06,0.3,3.47,1.08,1.42,17.3,3/11/2005,10:09 AM,,
QC-002,Sd,forts,0.927,0.019,0.011,0.006,0.207,0.063,0.001,3/11/2005,10:09 AM,,
Calibration,,,,,,,,,,,,,
QC-002,1,forts,118.99,3.87,0.1,2.52,1.7,0.74,17.22,3/11/2005,10:09 AM,,
QC-002,2,forts,118.98,3.87,0.09,2.54,1.78,0.77,17.19,3/11/2005,10:10 AM,,
QC-002,Mean,forts,118.98,3.87,0.09,2.53,1.74,0.76,17.2,3/11/2005,10:10 AM,,
QC-002,Sd,forts,0.004,0.001,0.006,0.013,0.056,0.024,0.018,3/11/2005,10:10 AM,,
Sample Id,Rep #,Product,ReducingSugar,pH,VolatileAcid,TotalAcid,MalicAcid,LacticAcid,Ethanol,Date,Time,Remark,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,2.4,3.59,0.55,6.38,0.06,1.32,14.32,3/11/2005,12:12 PM,,
QC-001,2,SFW_06_1,2.28,3.59,0.54,6.36,0.07,1.3,14.29,3/11/2005,12:13 PM,,
QC-001,Mean,SFW_06_1,2.34,3.59,0.54,6.37,0.07,1.31,14.31,3/11/2005,12:13 PM,,
QC-001,Sd,SFW_06_1,0.082,0.002,0.002,0.012,0.002,0.013,0.02,3/11/2005,12:13 PM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,2.93,3.43,0.47,6.49,2.95,0.15,13.46,3/11/2005,12:13 PM,,
QC-001,2,SFW_06_1,3.08,3.43,0.47,6.52,2.95,0.12,13.5,3/11/2005,12:14 PM,,
QC-001,Mean,SFW_06_1,3.01,3.43,0.47,6.5,2.95,0.13,13.48,3/11/2005,12:14 PM,,
QC-001,Sd,SFW_06_1,0.104,0,0,0.017,0.004,0.021,0.032,3/11/2005,12:14 PM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,2.3,3.43,0.47,6.43,3.03,0.17,13.42,3/11/2005,12:15 PM,,
QC-001,2,SFW_06_1,2.39,3.43,0.47,6.45,2.93,0.14,13.45,3/11/2005,12:16 PM,,
QC-001,Mean,SFW_06_1,2.34,3.43,0.47,6.44,2.98,0.15,13.44,3/11/2005,12:16 PM,,
QC-001,Sd,SFW_06_1,0.062,0.001,0,0.016,0.064,0.024,0.022,3/11/2005,12:16 PM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,2.26,3.39,0.41,6.4,2.18,0.58,14.07,3/11/2005,12:16 PM,,
QC-001,2,SFW_06_1,2.09,3.4,0.41,6.39,2.18,0.58,14.03,3/11/2005,12:17 PM,,
QC-001,Mean,SFW_06_1,2.18,3.4,0.41,6.4,2.18,0.58,14.05,3/11/2005,12:17 PM,,
QC-001,Sd,SFW_06_1,0.123,0.002,0.001,0.006,0.005,0.006,0.031,3/11/2005,12:17 PM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,2.01,3.39,0.41,6.43,2.21,0.52,14.03,3/11/2005,12:18 PM,,
QC-001,2,SFW_06_1,2.27,3.39,0.41,6.44,2.25,0.57,14.03,3/11/2005,12:18 PM,,
QC-001,Mean,SFW_06_1,2.14,3.39,0.41,6.43,2.23,0.55,14.03,3/11/2005,12:18 PM,,
QC-001,Sd,SFW_06_1,0.183,0.002,0.001,0.007,0.028,0.036,0.003,3/11/2005,12:18 PM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,2.18,3.41,0.42,6.29,2.19,0.52,14.07,3/11/2005,12:19 PM,,
QC-001,2,SFW_06_1,2.2,3.42,0.42,6.31,2.23,0.53,14.1,3/11/2005,12:20 PM,,
QC-001,Mean,SFW_06_1,2.19,3.42,0.42,6.3,2.21,0.52,14.09,3/11/2005,12:20 PM,,
QC-001,Sd,SFW_06_1,0.018,0.002,0.001,0.011,0.022,0.008,0.018,3/11/2005,12:20 PM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,1.99,3.48,0.5,6.64,0.34,1.16,14.1,3/11/2005,12:21 PM,,
QC-001,2,SFW_06_1,1.91,3.48,0.49,6.64,0.35,1.15,14.06,3/11/2005,12:21 PM,,
QC-001,Mean,SFW_06_1,1.95,3.48,0.49,6.64,0.35,1.16,14.08,3/11/2005,12:21 PM,,
QC-001,Sd,SFW_06_1,0.055,0.001,0.001,0.002,0.011,0.009,0.025,3/11/2005,12:21 PM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,2.06,3.48,0.5,6.69,0.35,1.14,14.08,3/11/2005,12:22 PM,,
QC-001,2,SFW_06_1,1.78,3.48,0.49,6.67,0.4,1.13,14.09,3/11/2005,12:23 PM,,
QC-001,Mean,SFW_06_1,1.92,3.48,0.49,6.68,0.38,1.14,14.08,3/11/2005,12:23 PM,,
QC-001,Sd,SFW_06_1,0.204,0.002,0.003,0.009,0.035,0.008,0.003,3/11/2005,12:23 PM,,
Sample Id,Rep #,Product,PH,TotalAcid,Ethanol,VolatileAcid,ReducingSugar,MalicAcid,LacticAcid,Date,Time,Remark,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.26,6.48,12.22,0.6,6.59,2.68,0.38,9/11/2005,7:36 AM,,
QC-001,2,SFW_06_1,3.27,6.48,12.19,0.59,6.95,2.65,0.35,9/11/2005,7:37 AM,,
QC-001,Mean,SFW_06_1,3.26,6.48,12.21,0.6,6.77,2.67,0.36,9/11/2005,7:37 AM,,
QC-001,Sd,SFW_06_1,0,0.001,0.018,0.001,0.251,0.023,0.018,9/11/2005,7:37 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.4,6.11,12.78,0.59,5.55,2.78,0.2,9/11/2005,7:38 AM,,
QC-001,2,SFW_06_1,3.4,6.13,12.83,0.59,5.76,2.73,0.2,9/11/2005,7:39 AM,,
QC-001,Mean,SFW_06_1,3.4,6.12,12.81,0.59,5.66,2.75,0.2,9/11/2005,7:39 AM,,
QC-001,Sd,SFW_06_1,0.002,0.011,0.034,0.003,0.154,0.032,0.002,9/11/2005,7:39 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,2.93,8.37,12.03,0.42,6.68,2.73,0.31,9/11/2005,7:39 AM,,
QC-001,2,SFW_06_1,2.93,8.39,12,0.42,6.47,2.71,0.29,9/11/2005,7:40 AM,,
QC-001,Mean,SFW_06_1,2.93,8.38,12.02,0.42,6.58,2.72,0.3,9/11/2005,7:40 AM,,
QC-001,Sd,SFW_06_1,0.001,0.015,0.017,0.001,0.153,0.012,0.019,9/11/2005,7:40 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.86,4.28,12.53,0.78,6.6,2.89,0.33,9/11/2005,7:41 AM,,
QC-001,2,SFW_06_1,3.86,4.29,12.56,0.78,6.38,2.88,0.32,9/11/2005,7:42 AM,,
QC-001,Mean,SFW_06_1,3.86,4.28,12.54,0.78,6.49,2.88,0.32,9/11/2005,7:42 AM,,
QC-001,Sd,SFW_06_1,0,0.003,0.018,0.003,0.154,0.008,0.004,9/11/2005,7:42 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.38,6.7,12.7,0.63,9.71,3.13,0.38,9/11/2005,7:42 AM,,
QC-001,2,SFW_06_1,3.38,6.71,12.7,0.63,9.5,3.21,0.39,9/11/2005,7:43 AM,,
QC-001,Mean,SFW_06_1,3.38,6.71,12.7,0.63,9.6,3.17,0.38,9/11/2005,7:43 AM,,
QC-001,Sd,SFW_06_1,0.001,0.006,0,0.004,0.149,0.054,0.007,9/11/2005,7:43 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.14,7.04,9.23,1.18,30.81,3.04,0.23,9/11/2005,7:44 AM,,
QC-001,2,SFW_06_1,3.15,7.04,9.25,1.18,30.47,3.05,0.21,9/11/2005,7:45 AM,,
QC-001,Mean,SFW_06_1,3.15,7.04,9.24,1.18,30.64,3.05,0.22,9/11/2005,7:45 AM,,
QC-001,Sd,SFW_06_1,0.001,0.004,0.02,0.004,0.244,0.008,0.014,9/11/2005,7:45 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.47,6.21,13.39,0.63,5,0.31,1.01,9/11/2005,7:45 AM,,
QC-001,2,SFW_06_1,3.47,6.24,13.45,0.63,5.01,0.3,1.02,9/11/2005,7:46 AM,,
QC-001,Mean,SFW_06_1,3.47,6.22,13.42,0.63,5.01,0.31,1.02,9/11/2005,7:46 AM,,
QC-001,Sd,SFW_06_1,0,0.022,0.042,0.001,0.005,0.009,0.002,9/11/2005,7:46 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.61,6.61,14.33,0.57,2.63,-0.06,1.24,9/11/2005,7:47 AM,,
QC-001,2,SFW_06_1,3.61,6.62,14.34,0.56,2.49,-0.05,1.17,9/11/2005,7:47 AM,,
QC-001,Mean,SFW_06_1,3.61,6.62,14.34,0.56,2.56,-0.06,1.21,9/11/2005,7:47 AM,,
QC-001,Sd,SFW_06_1,0.003,0.01,0.006,0.002,0.097,0.003,0.052,9/11/2005,7:47 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.26,6.52,12.25,0.59,6.82,2.75,0.36,9/11/2005,7:48 AM,,
QC-001,2,SFW_06_1,3.27,6.5,12.27,0.59,6.58,2.7,0.33,9/11/2005,7:49 AM,,
QC-001,Mean,SFW_06_1,3.27,6.51,12.26,0.59,6.7,2.73,0.35,9/11/2005,7:49 AM,,
QC-001,Sd,SFW_06_1,0.001,0.011,0.017,0.001,0.17,0.031,0.016,9/11/2005,7:49 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.41,6.12,12.83,0.59,5.81,2.82,0.17,9/11/2005,7:50 AM,,
QC-001,2,SFW_06_1,3.41,6.13,12.87,0.59,5.63,2.74,0.18,9/11/2005,7:50 AM,,
QC-001,Mean,SFW_06_1,3.41,6.13,12.85,0.59,5.72,2.78,0.18,9/11/2005,7:50 AM,,
QC-001,Sd,SFW_06_1,0.001,0.008,0.025,0.001,0.128,0.057,0.007,9/11/2005,7:50 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,2.93,8.4,12.02,0.42,6.83,2.75,0.34,9/11/2005,7:51 AM,,
QC-001,2,SFW_06_1,2.92,8.39,12.02,0.42,6.66,2.71,0.33,9/11/2005,7:52 AM,,
QC-001,Mean,SFW_06_1,2.93,8.4,12.02,0.42,6.75,2.73,0.33,9/11/2005,7:52 AM,,
QC-001,Sd,SFW_06_1,0.007,0,0.005,0.002,0.126,0.028,0.012,9/11/2005,7:52 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.87,4.3,12.46,0.78,6.55,2.92,0.33,9/11/2005,7:53 AM,,
QC-001,2,SFW_06_1,3.87,4.31,12.49,0.78,6.37,2.85,0.33,9/11/2005,7:53 AM,,
QC-001,Mean,SFW_06_1,3.87,4.31,12.48,0.78,6.46,2.89,0.33,9/11/2005,7:53 AM,,
QC-001,Sd,SFW_06_1,0.002,0.003,0.026,0,0.126,0.051,0.002,9/11/2005,7:53 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.37,6.72,12.63,0.63,9.65,3.13,0.35,9/11/2005,7:54 AM,,
QC-001,2,SFW_06_1,3.37,6.73,12.68,0.63,9.73,3.16,0.4,9/11/2005,7:55 AM,,
QC-001,Mean,SFW_06_1,3.37,6.73,12.65,0.63,9.69,3.15,0.37,9/11/2005,7:55 AM,,
QC-001,Sd,SFW_06_1,0.004,0.007,0.032,0.002,0.053,0.023,0.029,9/11/2005,7:55 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.15,7.04,9.21,1.18,30.94,3.02,0.22,9/11/2005,7:56 AM,,
QC-001,2,SFW_06_1,3.15,7.05,9.28,1.18,30.5,3.04,0.23,9/11/2005,7:56 AM,,
QC-001,Mean,SFW_06_1,3.15,7.05,9.24,1.18,30.72,3.03,0.22,9/11/2005,7:56 AM,,
QC-001,Sd,SFW_06_1,0.004,0.001,0.048,0.001,0.313,0.01,0.006,9/11/2005,7:56 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.44,6.82,11.65,0.62,3.46,0.28,0.74,9/11/2005,9:01 AM,,
QC-001,2,SFW_06_1,3.43,6.82,11.66,0.62,3.6,0.31,0.75,9/11/2005,9:01 AM,,
QC-001,Mean,SFW_06_1,3.44,6.82,11.65,0.62,3.53,0.29,0.75,9/11/2005,9:01 AM,,
QC-001,Sd,SFW_06_1,0.008,0.004,0.012,0.001,0.104,0.023,0.003,9/11/2005,9:01 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.39,7.24,13.35,0.51,2.14,0.18,1.06,9/11/2005,9:02 AM,,
QC-001,2,SFW_06_1,3.38,7.27,13.38,0.51,2.15,0.18,1,9/11/2005,9:03 AM,,
QC-001,Mean,SFW_06_1,3.39,7.25,13.36,0.51,2.15,0.18,1.03,9/11/2005,9:03 AM,,
QC-001,Sd,SFW_06_1,0.008,0.021,0.019,0.002,0.006,0.005,0.044,9/11/2005,9:03 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.58,6.48,13.48,0.47,1.89,2.32,0.44,9/11/2005,9:03 AM,,
QC-001,2,SFW_06_1,3.58,6.49,13.49,0.47,1.63,2.39,0.42,9/11/2005,9:04 AM,,
QC-001,Mean,SFW_06_1,3.58,6.48,13.48,0.47,1.76,2.36,0.43,9/11/2005,9:04 AM,,
QC-001,Sd,SFW_06_1,0.001,0.004,0.009,0.002,0.183,0.05,0.017,9/11/2005,9:04 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.5,6.01,13.82,0.57,1.71,-0.07,1.19,9/11/2005,9:05 AM,,
QC-001,2,SFW_06_1,3.5,6.02,13.82,0.57,1.52,-0.12,1.21,9/11/2005,9:06 AM,,
QC-001,Mean,SFW_06_1,3.5,6.01,13.82,0.57,1.61,-0.1,1.2,9/11/2005,9:06 AM,,
QC-001,Sd,SFW_06_1,0.001,0.002,0,0.001,0.14,0.036,0.013,9/11/2005,9:06 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.43,6.86,11.8,0.61,3.42,0.25,0.73,9/11/2005,9:06 AM,,
QC-001,2,SFW_06_1,3.43,6.87,11.83,0.61,3.51,0.29,0.72,9/11/2005,9:07 AM,,
QC-001,Mean,SFW_06_1,3.43,6.86,11.81,0.61,3.46,0.27,0.73,9/11/2005,9:07 AM,,
QC-001,Sd,SFW_06_1,0.002,0.011,0.016,0.003,0.063,0.028,0.007,9/11/2005,9:07 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.6,6.09,13.81,0.68,6.81,-0.02,1.25,9/11/2005,9:08 AM,,
QC-001,2,SFW_06_1,3.6,6.07,13.8,0.68,7.11,0.04,1.18,9/11/2005,9:09 AM,,
QC-001,Mean,SFW_06_1,3.6,6.08,13.8,0.68,6.96,0.01,1.22,9/11/2005,9:09 AM,,
QC-001,Sd,SFW_06_1,0.001,0.008,0.007,0.002,0.211,0.042,0.044,9/11/2005,9:09 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.37,6.61,12.62,0.68,11.45,2.94,0.21,9/11/2005,9:09 AM,,
QC-001,2,SFW_06_1,3.37,6.61,12.67,0.68,11.56,2.97,0.23,9/11/2005,9:10 AM,,
QC-001,Mean,SFW_06_1,3.37,6.61,12.65,0.68,11.5,2.95,0.22,9/11/2005,9:10 AM,,
QC-001,Sd,SFW_06_1,0,0,0.033,0.002,0.076,0.021,0.013,9/11/2005,9:10 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.38,6.6,12.67,0.67,10.94,2.96,0.2,9/11/2005,9:11 AM,,
QC-001,2,SFW_06_1,3.37,6.6,12.63,0.67,10.94,2.94,0.2,9/11/2005,9:12 AM,,
QC-001,Mean,SFW_06_1,3.37,6.6,12.65,0.67,10.94,2.95,0.2,9/11/2005,9:12 AM,,
QC-001,Sd,SFW_06_1,0.007,0,0.027,0.003,0.001,0.017,0.002,9/11/2005,9:12 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.38,5.74,13.34,0.51,3.94,2.09,0.41,9/11/2005,9:12 AM,,
QC-001,2,SFW_06_1,3.38,5.73,13.41,0.51,3.66,2.18,0.43,9/11/2005,9:13 AM,,
QC-001,Mean,SFW_06_1,3.38,5.73,13.38,0.51,3.8,2.13,0.42,9/11/2005,9:13 AM,,
QC-001,Sd,SFW_06_1,0.001,0.007,0.051,0.001,0.2,0.057,0.012,9/11/2005,9:13 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.32,6.45,10.75,0.76,12.1,3.03,0.22,9/11/2005,9:14 AM,,
QC-001,2,SFW_06_1,3.3,6.44,10.77,0.76,12.24,2.96,0.21,9/11/2005,9:15 AM,,
QC-001,Mean,SFW_06_1,3.31,6.45,10.76,0.76,12.17,3,0.22,9/11/2005,9:15 AM,,
QC-001,Sd,SFW_06_1,0.01,0.007,0.018,0.002,0.1,0.049,0.006,9/11/2005,9:15 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.45,6.92,13.05,0.52,1.96,0.2,1.24,9/11/2005,9:15 AM,,
QC-001,2,SFW_06_1,3.45,6.92,13.12,0.52,2.01,0.16,1.24,9/11/2005,9:16 AM,,
QC-001,Mean,SFW_06_1,3.45,6.92,13.08,0.52,1.99,0.18,1.24,9/11/2005,9:16 AM,,
QC-001,Sd,SFW_06_1,0.003,0,0.047,0.001,0.039,0.029,0,9/11/2005,9:16 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.5,6.44,13.73,0.54,2.8,0.33,1.01,9/11/2005,9:17 AM,,
QC-001,2,SFW_06_1,3.51,6.43,13.73,0.54,2.47,0.33,1.01,9/11/2005,9:17 AM,,
QC-001,Mean,SFW_06_1,3.51,6.44,13.73,0.54,2.63,0.33,1.01,9/11/2005,9:17 AM,,
QC-001,Sd,SFW_06_1,0.003,0.001,0.004,0,0.233,0.003,0.005,9/11/2005,9:17 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.43,5.75,12.84,0.51,1.89,2,0.31,9/11/2005,9:18 AM,,
QC-001,2,SFW_06_1,3.42,5.74,12.83,0.51,2.18,2.02,0.32,9/11/2005,9:19 AM,,
QC-001,Mean,SFW_06_1,3.43,5.75,12.84,0.51,2.04,2.01,0.31,9/11/2005,9:19 AM,,
QC-001,Sd,SFW_06_1,0.006,0.002,0.001,0.001,0.206,0.018,0.007,9/11/2005,9:19 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.28,7.04,12.9,0.53,7.98,2.75,0.21,9/11/2005,9:20 AM,,
QC-001,2,SFW_06_1,3.29,7.03,12.88,0.53,8.16,2.74,0.21,9/11/2005,9:20 AM,,
QC-001,Mean,SFW_06_1,3.29,7.03,12.89,0.53,8.07,2.74,0.21,9/11/2005,9:20 AM,,
QC-001,Sd,SFW_06_1,0.004,0.004,0.015,0.001,0.128,0.004,0.005,9/11/2005,9:20 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.23,6.88,10.35,1.28,37.27,2.36,0.35,9/11/2005,10:58 AM,,
QC-001,2,SFW_06_1,3.23,6.88,10.39,1.28,37.52,2.41,0.34,9/11/2005,10:59 AM,,
QC-001,Mean,SFW_06_1,3.23,6.88,10.37,1.28,37.39,2.39,0.34,9/11/2005,10:59 AM,,
QC-001,Sd,SFW_06_1,0,0.006,0.025,0.001,0.176,0.034,0.007,9/11/2005,10:59 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.6,6.64,14.52,0.55,3.03,-0.12,1.23,9/11/2005,10:59 AM,,
QC-001,2,SFW_06_1,3.61,6.63,14.56,0.55,2.9,-0.1,1.2,9/11/2005,11:00 AM,,
QC-001,Mean,SFW_06_1,3.61,6.64,14.54,0.55,2.96,-0.11,1.22,9/11/2005,11:00 AM,,
QC-001,Sd,SFW_06_1,0.002,0.008,0.032,0.002,0.093,0.014,0.026,9/11/2005,11:00 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.37,6.75,12.8,0.61,9.89,3.08,0.39,9/11/2005,11:01 AM,,
QC-001,2,SFW_06_1,3.38,6.76,12.8,0.61,9.76,3.12,0.37,9/11/2005,11:02 AM,,
QC-001,Mean,SFW_06_1,3.38,6.76,12.8,0.61,9.82,3.1,0.38,9/11/2005,11:02 AM,,
QC-001,Sd,SFW_06_1,0.004,0.007,0.002,0.002,0.092,0.024,0.013,9/11/2005,11:02 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,2.93,8.41,12.23,0.4,6.75,2.74,0.35,9/11/2005,11:02 AM,,
QC-001,2,SFW_06_1,2.93,8.42,12.22,0.4,6.65,2.74,0.33,9/11/2005,11:03 AM,,
QC-001,Mean,SFW_06_1,2.93,8.41,12.22,0.4,6.7,2.74,0.34,9/11/2005,11:03 AM,,
QC-001,Sd,SFW_06_1,0.003,0.006,0.003,0.001,0.067,0.002,0.011,9/11/2005,11:03 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.87,4.33,12.76,0.76,6.84,2.86,0.35,9/11/2005,11:04 AM,,
QC-001,2,SFW_06_1,3.87,4.33,12.74,0.76,6.65,2.88,0.36,9/11/2005,11:05 AM,,
QC-001,Mean,SFW_06_1,3.87,4.33,12.75,0.76,6.75,2.87,0.36,9/11/2005,11:05 AM,,
QC-001,Sd,SFW_06_1,0.001,0.001,0.011,0.001,0.132,0.011,0.006,9/11/2005,11:05 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.24,6.87,10.37,1.28,37.41,2.36,0.34,9/11/2005,11:05 AM,,
QC-001,2,SFW_06_1,3.24,6.88,10.35,1.28,37.31,2.39,0.32,9/11/2005,11:06 AM,,
QC-001,Mean,SFW_06_1,3.24,6.88,10.36,1.28,37.36,2.38,0.33,9/11/2005,11:06 AM,,
QC-001,Sd,SFW_06_1,0.001,0.003,0.015,0.001,0.069,0.025,0.018,9/11/2005,11:06 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.6,6.67,14.54,0.55,2.81,-0.02,1.18,9/11/2005,11:07 AM,,
QC-001,2,SFW_06_1,3.61,6.66,14.54,0.55,2.58,-0.05,1.17,9/11/2005,11:08 AM,,
QC-001,Mean,SFW_06_1,3.61,6.66,14.54,0.55,2.7,-0.04,1.17,9/11/2005,11:08 AM,,
QC-001,Sd,SFW_06_1,0.001,0.008,0.002,0,0.161,0.022,0.007,9/11/2005,11:08 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.38,6.76,12.87,0.61,10,3.1,0.36,9/11/2005,11:08 AM,,
QC-001,2,SFW_06_1,3.38,6.75,12.86,0.61,9.67,3.2,0.39,9/11/2005,11:09 AM,,
QC-001,Mean,SFW_06_1,3.38,6.75,12.86,0.61,9.84,3.15,0.38,9/11/2005,11:09 AM,,
QC-001,Sd,SFW_06_1,0,0.007,0.004,0.002,0.228,0.071,0.019,9/11/2005,11:09 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,2.94,8.41,12.24,0.4,6.67,2.74,0.31,9/11/2005,11:10 AM,,
QC-001,2,SFW_06_1,2.93,8.43,12.23,0.4,6.89,2.73,0.29,9/11/2005,11:10 AM,,
QC-001,Mean,SFW_06_1,2.93,8.42,12.24,0.4,6.78,2.74,0.3,9/11/2005,11:10 AM,,
QC-001,Sd,SFW_06_1,0.001,0.016,0.006,0,0.161,0.007,0.016,9/11/2005,11:10 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.87,4.31,12.71,0.76,6.66,2.88,0.32,9/11/2005,11:11 AM,,
QC-001,2,SFW_06_1,3.88,4.33,12.75,0.76,6.36,2.94,0.29,9/11/2005,11:12 AM,,
QC-001,Mean,SFW_06_1,3.87,4.32,12.73,0.76,6.51,2.91,0.31,9/11/2005,11:12 AM,,
QC-001,Sd,SFW_06_1,0.005,0.01,0.027,0.001,0.211,0.043,0.017,9/11/2005,11:12 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.24,6.88,10.3,1.28,37.34,2.38,0.29,9/11/2005,11:13 AM,,
QC-001,2,SFW_06_1,3.24,6.89,10.35,1.28,37.3,2.41,0.28,9/11/2005,11:13 AM,,
QC-001,Mean,SFW_06_1,3.24,6.89,10.33,1.28,37.32,2.39,0.29,9/11/2005,11:13 AM,,
QC-001,Sd,SFW_06_1,0.004,0.013,0.037,0.002,0.024,0.027,0.009,9/11/2005,11:13 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.62,6.68,14.48,0.55,2.66,-0.12,1.2,9/11/2005,11:14 AM,,
QC-001,2,SFW_06_1,3.61,6.66,14.44,0.55,2.95,-0.05,1.21,9/11/2005,11:15 AM,,
QC-001,Mean,SFW_06_1,3.61,6.67,14.46,0.55,2.8,-0.08,1.2,9/11/2005,11:15 AM,,
QC-001,Sd,SFW_06_1,0.003,0.017,0.032,0.001,0.204,0.051,0.011,9/11/2005,11:15 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.38,6.76,12.84,0.61,9.78,3.14,0.33,9/11/2005,11:16 AM,,
QC-001,2,SFW_06_1,3.38,6.76,12.86,0.61,9.72,3.14,0.38,9/11/2005,11:16 AM,,
QC-001,Mean,SFW_06_1,3.38,6.76,12.85,0.61,9.75,3.14,0.36,9/11/2005,11:16 AM,,
QC-001,Sd,SFW_06_1,0.002,0.001,0.014,0.002,0.042,0,0.032,9/11/2005,11:16 AM,,
Calibration,,,,,,,,,,,,,
QC-001,1,SFW_06_1,3.88,4.32,12.67,0.76,6.69,2.9,0.36,9/11/2005,11:17 AM,,
QC-001,2,SFW_06_1,3.87,4.32,12.69,0.76,6.52,2.87,0.31,9/11/2005,11:18 AM,,
QC-001,Mean,SFW_06_1,3.87,4.32,12.68,0.76,6.6,2.89,0.33,9/11/2005,11:18 AM,,
QC-001,Sd,SFW_06_1,0.005,0,0.014,0.002,0.121,0.025,0.032,9/11/2005,11:18 AM,,
Calibration,,,,,,,,,,,,,
